area_peril_id,peril_id,postalcode
730,WSS,LE13 1PX
731,WSS,LE13 1DW
732,WSS,LE13 0SD
733,WSS,LE13 0BN
734,WSS,LE13 0FJ
735,WSS,LE13 0QJ
736,WSS,LE13 0JX
737,WSS,LE13 0HR
738,WSS,LE13 0HN
739,WSS,LE13 0HS
740,WSS,LE13 0HW
741,WSS,LE13 0HP
742,WSS,LE13 0HL
743,WSS,LE13 0HT
744,WSS,LE13 0HJ
745,WSS,LE13 0PL
746,WSS,LE13 0ED
747,WSS,LE13 0EJ
748,WSS,LE13 1EN
749,WSS,LE13 1EW
750,WSS,LE13 1EP
751,WSS,LE13 1JN
752,WSS,LE13 0JR
753,WSS,LE13 0QN
754,WSS,LE13 0QW
755,WSS,LE13 1UQ
756,WSS,LE13 1PY
757,WSS,LE13 0SE
758,WSS,LE13 1UJ
759,WSS,LE13 1PT
760,WSS,LE13 1PZ
761,WSS,LE13 1RT
762,WSS,LE13 0DG
763,WSS,LE13 1QA
764,WSS,LE13 1GY
765,WSS,LE13 1LY
766,WSS,LE13 1UN
767,WSS,LE13 0QA
768,WSS,LE13 1AA
769,WSS,LE13 0QP
770,WSS,LE13 0QR
771,WSS,LE13 1JG
772,WSS,LE13 0FG
773,WSS,LE13 0HF
774,WSS,LE13 1RU
775,WSS,LE13 1XY
776,WSS,LE13 0FA
777,WSS,LE13 0LR
778,WSS,LE13 1LF
779,WSS,LE13 0NA
780,WSS,LE13 1ER
781,WSS,LE13 1ES
782,WSS,LE13 1EB
783,WSS,LE13 0SW
784,WSS,LE13 0JY
785,WSS,LE13 1XQ
786,WSS,LE13 1JE
787,WSS,LE13 1NB
788,WSS,LE13 1RX
789,WSS,LE13 1DH
790,WSS,LE13 1AB
791,WSS,LE13 0NY
792,WSS,LE13 0NB
793,WSS,LE13 1JW
794,WSS,LE13 0QS
795,WSS,LE13 1ET
796,WSS,LE13 0GN
797,WSS,LE13 1LR
798,WSS,LE13 1DJ
799,WSS,LE13 1DL
800,WSS,LE13 1DN
801,WSS,LE13 1FB
802,WSS,LE13 1DP
803,WSS,LE13 1GH
804,WSS,LE13 1AE
805,WSS,LE13 1AF
806,WSS,LE13 1AW
807,WSS,LE13 1AQ
808,WSS,LE13 1AJ
809,WSS,LE13 0LT
810,WSS,LE13 1NY
811,WSS,LE13 0AA
812,WSS,LE13 0FZ
813,WSS,LE13 0FH
814,WSS,LE13 0PG
815,WSS,LE13 1RP
816,WSS,LE13 0SZ
817,WSS,LE13 0PA
818,WSS,LE13 0FX
819,WSS,LE13 1EH
820,WSS,LE13 0JW
821,WSS,LE13 1PN
822,WSS,LE13 1LZ
823,WSS,LE13 1NA
824,WSS,LE13 0JZ
825,WSS,LE13 0TP
826,WSS,LE13 0EB
827,WSS,LE13 0HU
828,WSS,LE13 0PN
829,WSS,LE13 0PW
830,WSS,LE13 1UW
831,WSS,LE13 1HU
832,WSS,LE13 0LZ
833,WSS,LE13 0FL
834,WSS,LE13 0ND
835,WSS,LE13 0TE
836,WSS,LE13 0AB
837,WSS,LE13 0JU
838,WSS,LE13 0HX
839,WSS,LE13 0FY
840,WSS,LE13 0NE
841,WSS,LE13 0TL
842,WSS,LE13 1JP
843,WSS,LE13 1RD
844,WSS,LE13 0BE
845,WSS,LE13 0JT
846,WSS,LE13 0HY
847,WSS,LE13 0FF
848,WSS,LE13 1TB
849,WSS,LE13 1TA
850,WSS,LE13 0QT
851,WSS,LE13 0QU
852,WSS,LE13 0AD
853,WSS,LE13 0BG
854,WSS,LE13 0BH
855,WSS,LE13 0BP
856,WSS,LE13 0BQ
857,WSS,LE13 0BJ
858,WSS,LE13 0BL
859,WSS,LE13 1GZ
860,WSS,LE13 1JB
861,WSS,LE13 1PL
862,WSS,LE13 1EU
863,WSS,LE13 0BS
864,WSS,LE13 1HZ
865,WSS,LE13 1JJ
866,WSS,LE13 0RQ
867,WSS,LE13 1QB
868,WSS,LE13 1QD
869,WSS,LE13 0TJ
870,WSS,LE13 0LA
871,WSS,LE13 0LB
872,WSS,LE13 0JN
873,WSS,LE13 0LY
874,WSS,LE13 0HQ
875,WSS,LE13 1JH
876,WSS,LE13 1JF
877,WSS,LE13 1RJ
878,WSS,LE13 0SF
879,WSS,LE13 0RJ
880,WSS,LE13 0BA
881,WSS,LE13 0LD
882,WSS,LE13 1FE
883,WSS,LE13 1TD
884,WSS,LE13 1TE
885,WSS,LE13 0EW
886,WSS,LE13 0QG
887,WSS,LE13 0QQ
888,WSS,LE13 0DE
889,WSS,LE13 0RW
890,WSS,LE13 0DZ
891,WSS,LE13 1TF
892,WSS,LE13 1TG
893,WSS,LE13 0SG
894,WSS,LE13 0SQ
895,WSS,LE13 0TH
896,WSS,LE13 1AR
897,WSS,LE13 1AT
898,WSS,LE13 1UH
899,WSS,LE13 1AP
900,WSS,LE13 0SH
901,WSS,LE13 0BU
902,WSS,LE13 1UD
903,WSS,LE13 1RH
904,WSS,LE13 1RZ
905,WSS,LE13 1RY
906,WSS,LE13 0HZ
907,WSS,LE13 1DS
908,WSS,LE13 1SA
909,WSS,LE13 1DE
910,WSS,LE13 1ST
911,WSS,LE13 0FQ
912,WSS,LE13 1HY
913,WSS,LE13 1HN
914,WSS,LE13 0EG
915,WSS,LE13 1JD
916,WSS,LE13 0SJ
917,WSS,LE13 1EX
918,WSS,LE13 0RF
919,WSS,LE13 0AE
920,WSS,LE13 1AX
921,WSS,LE13 0ET
922,WSS,LE13 0NG
923,WSS,LE13 0AG
924,WSS,LE13 0AQ
925,WSS,LE13 0QX
926,WSS,LE13 1PW
927,WSS,LE13 1EY
928,WSS,LE13 1EZ
929,WSS,LE13 1HA
930,WSS,LE13 1EL
931,WSS,LE13 1SB
932,WSS,LE13 0SN
933,WSS,LE13 0LE
934,WSS,LE13 1FF
935,WSS,LE13 1UE
936,WSS,LE13 1LU
937,WSS,LE13 1RF
938,WSS,LE13 1LX
939,WSS,LE13 1HB
940,WSS,LE13 1TQ
941,WSS,LE13 0GL
942,WSS,LE13 0QY
943,WSS,LE13 0LX
944,WSS,LE13 0FR
945,WSS,LE13 1JQ
946,WSS,LE13 0BX
947,WSS,LE13 0QZ
948,WSS,LE13 1DD
949,WSS,LE13 0PQ
950,WSS,LE13 0FP
951,WSS,LE13 0TR
952,WSS,LE13 0TW
953,WSS,LE13 0TT
954,WSS,LE13 0TX
955,WSS,LE13 0TY
956,WSS,LE13 0TS
957,WSS,LE13 0NQ
958,WSS,LE13 0NH
959,WSS,LE13 1PU
960,WSS,LE13 0NJ
961,WSS,LE13 0LU
962,WSS,LE13 1HD
963,WSS,LE13 0FU
964,WSS,LE13 0TF
965,WSS,LE13 0SU
966,WSS,LE13 1BS
967,WSS,LE13 1BY
968,WSS,LE13 0HH
969,WSS,LE13 1PB
970,WSS,LE13 1HE
971,WSS,LE13 0EL
972,WSS,LE13 0SP
973,WSS,LE13 0LF
974,WSS,LE13 1DG
975,WSS,LE13 1TH
976,WSS,LE13 1ND
977,WSS,LE13 1UX
978,WSS,LE13 1NZ
979,WSS,LE13 0EX
980,WSS,LE13 0AY
981,WSS,LE13 1XA
982,WSS,LE13 1XD
983,WSS,LE13 1EE
984,WSS,LE13 1XB
985,WSS,LE13 1QF
986,WSS,LE13 1QG
987,WSS,LE13 1QQ
988,WSS,LE13 1QH
989,WSS,LE13 1LW
990,WSS,LE13 0BY
991,WSS,LE13 0NL
992,WSS,LE13 0BZ
993,WSS,LE13 1PR
994,WSS,LE13 0GH
995,WSS,LE13 0SY
996,WSS,LE13 1EG
997,WSS,LE13 1LT
998,WSS,LE13 1TJ
999,WSS,LE13 1TL
1000,WSS,LE13 1UL
1001,WSS,LE13 0PR
1002,WSS,LE13 0DB
1003,WSS,LE13 0DA
1004,WSS,LE13 0DD
1005,WSS,LE13 0PP
1006,WSS,LE13 0PJ
1007,WSS,LE13 1QL
1008,WSS,LE13 0AH
1009,WSS,LE13 0QB
1010,WSS,LE13 1DF
1011,WSS,LE13 0EZ
1012,WSS,LE13 0TN
1013,WSS,LE13 1HT
1014,WSS,LE13 1PP
1015,WSS,LE13 1UR
1016,WSS,LE13 1HW
1017,WSS,LE13 0EY
1018,WSS,LE13 1JR
1019,WSS,LE13 1HS
1020,WSS,LE13 0NN
1021,WSS,LE13 1ED
1022,WSS,LE13 1RW
1023,WSS,LE13 1LE
1024,WSS,LE13 0PH
1025,WSS,LE13 0FW
1026,WSS,LE13 0PU
1027,WSS,LE13 0HB
1028,WSS,LE13 0NW
1029,WSS,LE13 1DT
1030,WSS,LE13 0FT
1031,WSS,LE13 0EE
1032,WSS,LE13 0JA
1033,WSS,LE13 1JS
1034,WSS,LE13 1JT
1035,WSS,LE13 1UZ
1036,WSS,LE13 0RA
1037,WSS,LE13 1AH
1038,WSS,LE13 1AY
1039,WSS,LE13 1LP
1040,WSS,LE13 0LG
1041,WSS,LE13 1TN
1042,WSS,LE13 0BF
1043,WSS,LE13 1TW
1044,WSS,LE13 0HE
1045,WSS,LE13 1NE
1046,WSS,LE13 0SR
1047,WSS,LE13 1TP
1048,WSS,LE13 0AJ
1049,WSS,LE13 0AZ
1050,WSS,LE13 1JY
1051,WSS,LE13 1NL
1052,WSS,LE13 1JU
1053,WSS,LE13 0NU
1054,WSS,LE13 0NP
1055,WSS,LE13 0NR
1056,WSS,LE13 0NS
1057,WSS,LE13 0NX
1058,WSS,LE13 0NT
1059,WSS,LE13 0UL
1060,WSS,LE13 1NN
1061,WSS,LE13 1NW
1062,WSS,LE13 1NT
1063,WSS,LE13 1PJ
1064,WSS,LE13 1BD
1065,WSS,LE13 1PS
1066,WSS,LE13 0FE
1067,WSS,LE13 1TR
1068,WSS,LE13 1TS
1069,WSS,LE13 0GB
1070,WSS,LE13 0AL
1071,WSS,LE13 1HF
1072,WSS,LE13 1RR
1073,WSS,LE13 0SS
1074,WSS,LE13 0JB
1075,WSS,LE13 0JD
1076,WSS,LE13 0PT
1077,WSS,LE13 1TT
1078,WSS,LE13 1TY
1079,WSS,LE13 0RG
1080,WSS,LE13 0UE
1081,WSS,LE13 1YL
1082,WSS,LE13 1UY
1083,WSS,LE13 0DJ
1084,WSS,LE13 0DL
1085,WSS,LE13 0DN
1086,WSS,LE13 0DW
1087,WSS,LE13 0JE
1088,WSS,LE13 1UP
1089,WSS,LE13 0ER
1090,WSS,LE13 0EU
1091,WSS,LE13 1TZ
1092,WSS,LE13 1UT
1093,WSS,LE13 1UF
1094,WSS,LE13 1BH
1095,WSS,LE13 1BJ
1096,WSS,LE13 0HG
1097,WSS,LE13 1BF
1098,WSS,LE13 0JP
1099,WSS,LE13 0JF
1100,WSS,LE13 0AX
1101,WSS,LE13 0LQ
1102,WSS,LE13 1BN
1103,WSS,LE13 1BL
1104,WSS,LE13 1BE
1105,WSS,LE13 1NG
1106,WSS,LE13 0NZ
1107,WSS,LE13 0LH
1108,WSS,LE13 0LJ
1109,WSS,LE13 1LD
1110,WSS,LE13 1QR
1111,WSS,LE13 1QS
1112,WSS,LE13 0SX
1113,WSS,LE13 1XH
1114,WSS,LE13 1RB
1115,WSS,LE13 1NX
1116,WSS,LE13 1QU
1117,WSS,LE13 1QX
1118,WSS,LE13 1GA
1119,WSS,LE13 0AN
1120,WSS,LE13 0AW
1121,WSS,LE13 1EF
1122,WSS,LE13 1HG
1123,WSS,LE13 1HQ
1124,WSS,LE13 1BW
1125,WSS,LE13 1BP
1126,WSS,LE13 1JZ
1127,WSS,LE13 1LA
1128,WSS,LE13 1LB
1129,WSS,LE13 1LH
1130,WSS,LE13 0DP
1131,WSS,LE13 1NU
1132,WSS,LE13 1LG
1133,WSS,LE13 1XJ
1134,WSS,LE13 1XR
1135,WSS,LE13 1XL
1136,WSS,LE13 0LL
1137,WSS,LE13 1PD
1138,WSS,LE13 1PH
1139,WSS,LE13 0HD
1140,WSS,LE13 0EF
1141,WSS,LE13 0JS
1142,WSS,LE13 0PY
1143,WSS,LE13 1SD
1144,WSS,LE13 0PD
1145,WSS,LE13 1SP
1146,WSS,LE13 1SN
1147,WSS,LE13 1SW
1148,WSS,LE13 1SS
1149,WSS,LE13 1SR
1150,WSS,LE13 1JX
1151,WSS,LE13 0RN
1152,WSS,LE13 1YE
1153,WSS,LE13 0XW
1154,WSS,LE13 1QZ
1155,WSS,LE13 1PE
1156,WSS,LE13 0LN
1157,WSS,LE13 0LW
1158,WSS,LE13 0UF
1159,WSS,LE13 0UQ
1160,WSS,LE13 0UG
1161,WSS,LE13 1DQ
1162,WSS,LE13 0AP
1163,WSS,LE13 0UY
1164,WSS,LE13 0AU
1165,WSS,LE13 0QD
1166,WSS,LE13 0BB
1167,WSS,LE13 0PX
1168,WSS,LE13 0JG
1169,WSS,LE13 0LP
1170,WSS,LE13 0GJ
1171,WSS,LE13 0DR
1172,WSS,LE13 0EN
1173,WSS,LE13 0HA
1174,WSS,LE13 0FS
1175,WSS,LE13 0RB
1176,WSS,LE13 1LJ
1177,WSS,LE13 1LS
1178,WSS,LE13 0DS
1179,WSS,LE13 0NF
1180,WSS,LE13 0BT
1181,WSS,LE13 0AF
1182,WSS,LE13 1SG
1183,WSS,LE13 1SQ
1184,WSS,LE13 1SE
1185,WSS,LE13 0GE
1186,WSS,LE13 1SF
1187,WSS,LE13 1SH
1188,WSS,LE13 1SJ
1189,WSS,LE13 1SL
1190,WSS,LE13 0QF
1191,WSS,LE13 1HR
1192,WSS,LE13 0FD
1193,WSS,LE13 0ES
1194,WSS,LE13 0DT
1195,WSS,LE13 0UZ
1196,WSS,LE13 0LS
1197,WSS,LE13 0DU
1198,WSS,LE13 0DX
1199,WSS,LE13 0GG
1200,WSS,LE13 0AR
1201,WSS,LE13 0AS
1202,WSS,LE13 0GF
1203,WSS,LE13 1EA
1204,WSS,LE13 1EJ
1205,WSS,LE13 0RD
1206,WSS,LE13 1PF
1207,WSS,LE13 1DU
1208,WSS,LE13 0UH
1209,WSS,LE13 0TB
1210,WSS,LE13 0ST
1211,WSS,LE13 0TD
1212,WSS,LE13 0TA
1213,WSS,LE13 0GX
1214,WSS,LE13 0DY
1215,WSS,LE13 0TG
1216,WSS,LE13 0JQ
1217,WSS,LE13 0JL
1218,WSS,LE13 0JH
1219,WSS,LE13 0JJ
1220,WSS,LE13 0PF
1221,WSS,LE13 0EQ
1222,WSS,LE13 1DX
1223,WSS,LE13 1DY
1224,WSS,LE13 1HH
1225,WSS,LE13 1HJ
1226,WSS,LE13 1UA
1227,WSS,LE13 0UN
1228,WSS,LE13 0UJ
1229,WSS,LE13 0UD
1230,WSS,LE13 0PE
1231,WSS,LE13 1BU
1232,WSS,LE13 1FD
1233,WSS,LE13 0EH
1234,WSS,LE13 0EP
1235,WSS,LE13 0EA
1236,WSS,LE13 0BD
1237,WSS,LE13 1DZ
1238,WSS,LE13 0AT
1239,WSS,LE13 0QE
1240,WSS,LE13 1UB
1241,WSS,LE13 1EQ
1242,WSS,LE13 1HL
1243,WSS,LE13 1HX
1244,WSS,LE13 1HP
1245,WSS,LE13 0RE
1246,WSS,LE13 1AD
1247,WSS,LE13 1LN
1248,WSS,LE13 1LL
